Year,Month,DOMESTIC,Code
2008,1,564482,MDW
2008,2,572386,MDW
2008,3,752688,MDW
2008,4,700678,MDW
2008,5,741372,MDW
2008,6,754642,MDW
2008,7,745151,MDW
2008,8,731534,MDW
2008,9,599399,MDW
2008,10,682583,MDW
2008,11,559568,MDW
2008,12,580343,MDW
2009,1,486504,MDW
2009,2,485753,MDW
2009,3,705001,MDW
2009,4,692143,MDW
2009,5,713732,MDW
2009,6,765047,MDW
2009,7,831802,MDW
2009,8,775851,MDW
2009,9,683869,MDW
2009,10,733522,MDW
2009,11,665579,MDW
2009,12,674629,MDW
2010,1,556933,MDW
2010,2,518206,MDW
2010,3,748169,MDW
2010,4,714222,MDW
2010,5,746837,MDW
2010,6,782492,MDW
2010,7,820999,MDW
2010,8,779301,MDW
2010,9,673572,MDW
2010,10,747263,MDW
2010,11,694424,MDW
2010,12,674880,MDW
2011,1,593439,MDW
2011,2,528504,MDW
2011,3,783345,MDW
2011,4,742606,MDW
2011,5,810672,MDW
2011,6,841678,MDW
2011,7,869629,MDW
2011,8,822929,MDW
2011,9,736397,MDW
2011,10,804827,MDW
2011,11,738936,MDW
2011,12,728751,MDW
2012,1,592997,MDW
2012,2,586156,MDW
2012,3,806223,MDW
2012,4,757464,MDW
2012,5,815995,MDW
2012,6,873087,MDW
2012,7,894452,MDW
2012,8,859003,MDW
2012,9,745783,MDW
2012,10,832399,MDW
2012,11,738511,MDW
2012,12,728286,MDW
2013,1,605536,MDW
2013,2,582481,MDW
2013,3,814401,MDW
2013,4,768085,MDW
2013,5,876625,MDW
2013,6,923695,MDW
2013,7,935133,MDW
2013,8,895343,MDW
2013,9,804624,MDW
2013,10,850112,MDW
2013,11,758178,MDW
2013,12,817687,MDW
2014,1,554864,MDW
2014,2,587769,MDW
2014,3,845290,MDW
2014,4,838066,MDW
2014,5,900375,MDW
2014,6,954824,MDW
2014,7,1004713,MDW
2014,8,963411,MDW
2014,9,831766,MDW
2014,10,905767,MDW
2014,11,785278,MDW
2014,12,829601,MDW
2015,1,659197,MDW
2015,2,615458,MDW
2015,3,867172,MDW
2015,4,859819,MDW
2015,5,916781,MDW
2015,6,975168,MDW
2015,7,1051989,MDW
2015,8,985177,MDW
2015,9,905059,MDW
2015,10,964870,MDW
2015,11,819420,MDW
2015,12,806487,MDW
2016,1,699339,MDW
2016,2,648946,MDW
2016,3,874566,MDW
2016,4,881949,MDW
2016,5,957329,MDW
2016,6,1002044,MDW
2016,7,994738,MDW
2016,8,993943,MDW
2016,9,932364,MDW
2016,10,973273,MDW
2016,11,861888,MDW
2016,12,817215,MDW
2017,1,671545,MDW
2017,2,627510,MDW
2017,3,883753,MDW
2017,4,867763,MDW
2017,5,929867,MDW
2017,6,983413,MDW
2017,7,1018283,MDW
2017,8,981951,MDW
2017,9,859484,MDW
2017,10,937483,MDW
2017,11,872846,MDW
2017,12,850049,MDW
2018,1,700145,MDW
2018,2,591052,MDW
2018,3,884075,MDW
2018,4,856766,MDW
2018,5,928103,MDW
2018,6,964089,MDW
2018,7,997295,MDW
2018,8,933660,MDW
2002,10,523140,MIA
2002,11,577629,MIA
2002,12,634826,MIA
2003,1,676466,MIA
2003,2,590231,MIA
2003,3,707601,MIA
2003,4,621626,MIA
2003,5,588555,MIA
2003,6,571548,MIA
2003,7,617312,MIA
2003,8,627893,MIA
2003,9,441528,MIA
2003,10,528829,MIA
2003,11,609323,MIA
2003,12,621359,MIA
2004,1,702337,MIA
2004,2,647673,MIA
2004,3,747615,MIA
2004,4,698587,MIA
2004,5,626404,MIA
2004,6,613559,MIA
2004,7,651537,MIA
2004,8,628568,MIA
2004,9,408835,MIA
2004,10,552169,MIA
2004,11,593764,MIA
2004,12,606305,MIA
2005,1,715908,MIA
2005,2,612701,MIA
2005,3,757091,MIA
2005,4,691375,MIA
2005,5,677035,MIA
2005,6,662335,MIA
2005,7,700027,MIA
2005,8,629120,MIA
2005,9,517705,MIA
2005,10,518011,MIA
2005,11,637833,MIA
2005,12,677042,MIA
2006,1,762968,MIA
2006,2,669832,MIA
2006,3,797568,MIA
2006,4,772233,MIA
2006,5,728119,MIA
2006,6,702380,MIA
2006,7,725682,MIA
2006,8,650481,MIA
2006,9,527786,MIA
2006,10,606633,MIA
2006,11,652569,MIA
2006,12,683029,MIA
2007,1,752384,MIA
2007,2,664147,MIA
2007,3,788841,MIA
2007,4,762349,MIA
2007,5,721463,MIA
2007,6,706780,MIA
2007,7,737517,MIA
2007,8,717070,MIA
2007,9,593269,MIA
2007,10,659083,MIA
2007,11,678868,MIA
2007,12,681683,MIA
2008,1,756130,MIA
2008,2,675946,MIA
2008,3,790006,MIA
2008,4,724212,MIA
2008,5,721541,MIA
2008,6,688814,MIA
2008,7,714036,MIA
2008,8,711052,MIA
2008,9,564940,MIA
2008,10,639285,MIA
2008,11,666483,MIA
2008,12,686694,MIA
2009,1,742497,MIA
2009,2,648064,MIA
2009,3,762226,MIA
2009,4,741959,MIA
2009,5,712551,MIA
2009,6,681128,MIA
2009,7,724223,MIA
2009,8,717696,MIA
2009,9,567048,MIA
2009,10,634960,MIA
2009,11,649315,MIA
2009,12,673632,MIA
2010,1,759974,MIA
2010,2,649179,MIA
2010,3,781284,MIA
2010,4,764567,MIA
2010,5,737901,MIA
2010,6,713998,MIA
2010,7,734428,MIA
2010,8,742439,MIA
2010,9,615161,MIA
2010,10,693974,MIA
2010,11,710313,MIA
2010,12,730740,MIA
2011,1,801590,MIA
2011,2,693687,MIA
2011,3,820206,MIA
2011,4,783801,MIA
2011,5,794527,MIA
2011,6,757246,MIA
2011,7,816080,MIA
2011,8,773641,MIA
2011,9,646651,MIA
2011,10,717371,MIA
2011,11,751395,MIA
2011,12,777688,MIA
2012,1,859317,MIA
2012,2,754892,MIA
2012,3,867495,MIA
2012,4,849458,MIA
2012,5,798428,MIA
2012,6,782753,MIA
2012,7,808468,MIA
2012,8,761745,MIA
2012,9,624991,MIA
2012,10,672441,MIA
2012,11,718311,MIA
2012,12,755257,MIA
2013,1,834083,MIA
2013,2,723679,MIA
2013,3,867470,MIA
2013,4,800625,MIA
2013,5,785385,MIA
2013,6,766159,MIA
2013,7,796785,MIA
2013,8,792226,MIA
2013,9,647545,MIA
2013,10,706172,MIA
2013,11,712697,MIA
2013,12,794488,MIA
2014,1,843994,MIA
2014,2,741783,MIA
2014,3,889247,MIA
2014,4,824811,MIA
2014,5,825744,MIA
2014,6,776491,MIA
2014,7,812703,MIA
2014,8,795590,MIA
2014,9,635746,MIA
2014,10,708552,MIA
2014,11,730304,MIA
2014,12,810264,MIA
2015,1,885039,MIA
2015,2,779188,MIA
2015,3,932449,MIA
2015,4,905409,MIA
2015,5,893294,MIA
2015,6,859897,MIA
2015,7,921411,MIA
2015,8,915764,MIA
2015,9,777752,MIA
2015,10,857871,MIA
2015,11,848228,MIA
2015,12,906727,MIA
2016,1,950727,MIA
2016,2,861265,MIA
2016,3,991639,MIA
2016,4,928251,MIA
2016,5,945510,MIA
2016,6,884970,MIA
2016,7,925152,MIA
2016,8,881442,MIA
2016,9,739093,MIA
2016,10,759651,MIA
2016,11,821820,MIA
2016,12,866446,MIA
2017,1,916444,MIA
2017,2,795224,MIA
2017,3,954890,MIA
2017,4,917841,MIA
2017,5,909432,MIA
2017,6,857055,MIA
2017,7,907799,MIA
2017,8,881271,MIA
2017,9,535318,MIA
2017,10,814375,MIA
2017,11,849809,MIA
2017,12,900026,MIA
2018,1,935756,MIA
2018,2,841312,MIA
2018,3,976344,MIA
2018,4,924995,MIA
2018,5,906020,MIA
2018,6,866105,MIA
2018,7,899436,MIA
2018,8,883231,MIA
2002,10,1176919,MSP
2002,11,1062035,MSP
2002,12,1241626,MSP
2003,1,1064645,MSP
2003,2,1056850,MSP
2003,3,1328275,MSP
2003,4,1112681,MSP
2003,5,1172952,MSP
2003,6,1353986,MSP
2003,7,1490512,MSP
2003,8,1443695,MSP
2003,9,1142623,MSP
2003,10,1253719,MSP
2003,11,1141946,MSP
2003,12,1283978,MSP
2004,1,1119671,MSP
2004,2,1136133,MSP
2004,3,1425957,MSP
2004,4,1252800,MSP
2004,5,1282050,MSP
2004,6,1525446,MSP
2004,7,1613510,MSP
2004,8,1553693,MSP
2004,9,1238817,MSP
2004,10,1353061,MSP
2004,11,1255254,MSP
2004,12,1333535,MSP
2005,1,1179892,MSP
2005,2,1173537,MSP
2005,3,1511720,MSP
2005,4,1319640,MSP
2005,5,1379097,MSP
2005,6,1576651,MSP
2005,7,1686350,MSP
2005,8,1565385,MSP
2005,9,1302162,MSP
2005,10,1333752,MSP
2005,11,1228048,MSP
2005,12,1293692,MSP
2006,1,1156693,MSP
2006,2,1128655,MSP
2006,3,1441331,MSP
2006,4,1273130,MSP
2006,5,1338214,MSP
2006,6,1459121,MSP
2006,7,1516619,MSP
2006,8,1463407,MSP
2006,9,1219020,MSP
2006,10,1318999,MSP
2006,11,1256717,MSP
2006,12,1291011,MSP
2007,1,1168539,MSP
2007,2,1125777,MSP
2007,3,1405167,MSP
2007,4,1270120,MSP
2007,5,1334470,MSP
2007,6,1421756,MSP
2007,7,1488823,MSP
2007,8,1444369,MSP
2007,9,1196406,MSP
2007,10,1293596,MSP
2007,11,1243373,MSP
2007,12,1247936,MSP
2008,1,1178709,MSP
2008,2,1167149,MSP
2008,3,1389000,MSP
2008,4,1224795,MSP
2008,5,1290240,MSP
2008,6,1391749,MSP
2008,7,1461833,MSP
2008,8,1366455,MSP
2008,9,1130485,MSP
2008,10,1201643,MSP
2008,11,1073396,MSP
2008,12,1173735,MSP
2009,1,1046294,MSP
2009,2,1027263,MSP
2009,3,1295015,MSP
2009,4,1159852,MSP
2009,5,1205801,MSP
2009,6,1391201,MSP
2009,7,1506966,MSP
2009,8,1395016,MSP
2009,9,1106408,MSP
2009,10,1134695,MSP
2009,11,1041930,MSP
2009,12,1098521,MSP
2010,1,1015067,MSP
2010,2,986381,MSP
2010,3,1293097,MSP
2010,4,1106594,MSP
2010,5,1172990,MSP
2010,6,1342023,MSP
2010,7,1438239,MSP
2010,8,1399260,MSP
2010,9,1171532,MSP
2010,10,1228377,MSP
2010,11,1098529,MSP
2010,12,1105035,MSP
2011,1,1042277,MSP
2011,2,961762,MSP
2011,3,1282441,MSP
2011,4,1128011,MSP
2011,5,1237996,MSP
2011,6,1400635,MSP
2011,7,1513587,MSP
2011,8,1470361,MSP
2011,9,1223144,MSP
2011,10,1257864,MSP
2011,11,1132926,MSP
2011,12,1112048,MSP
2012,1,1036511,MSP
2012,2,1030545,MSP
2012,3,1304279,MSP
2012,4,1140878,MSP
2012,5,1229530,MSP
2012,6,1396831,MSP
2012,7,1478756,MSP
2012,8,1474488,MSP
2012,9,1183175,MSP
2012,10,1284775,MSP
2012,11,1161880,MSP
2012,12,1113272,MSP
2013,1,1073192,MSP
2013,2,1036705,MSP
2013,3,1322018,MSP
2013,4,1170636,MSP
2013,5,1270649,MSP
2013,6,1401851,MSP
2013,7,1481030,MSP
2013,8,1482080,MSP
2013,9,1223099,MSP
2013,10,1289521,MSP
2013,11,1136761,MSP
2013,12,1226373,MSP
2014,1,1109560,MSP
2014,2,1079239,MSP
2014,3,1422981,MSP
2014,4,1231600,MSP
2014,5,1322080,MSP
2014,6,1452389,MSP
2014,7,1564523,MSP
2014,8,1526586,MSP
2014,9,1283181,MSP
2014,10,1358098,MSP
2014,11,1167342,MSP
2014,12,1253765,MSP
2015,1,1143519,MSP
2015,2,1112921,MSP
2015,3,1428037,MSP
2015,4,1261045,MSP
2015,5,1359386,MSP
2015,6,1441354,MSP
2015,7,1614267,MSP
2015,8,1588914,MSP
2015,9,1363681,MSP
2015,10,1445615,MSP
2015,11,1277875,MSP
2015,12,1285103,MSP
2016,1,1183533,MSP
2016,2,1142394,MSP
2016,3,1444320,MSP
2016,4,1309369,MSP
2016,5,1413494,MSP
2016,6,1550710,MSP
2016,7,1644410,MSP
2016,8,1518507,MSP
2016,9,1396600,MSP
2016,10,1475065,MSP
2016,11,1320236,MSP
2016,12,1309932,MSP
2017,1,1184402,MSP
2017,2,1134372,MSP
2017,3,1510173,MSP
2017,4,1331922,MSP
2017,5,1424275,MSP
2017,6,1552839,MSP
2017,7,1643062,MSP
2017,8,1641062,MSP
2017,9,1366364,MSP
2017,10,1479182,MSP
2017,11,1347025,MSP
2017,12,1312556,MSP
2018,1,1173326,MSP
2018,2,1191311,MSP
2018,3,1486299,MSP
2018,4,1292750,MSP
2018,5,1350428,MSP
2018,6,1572547,MSP
2018,7,1648601,MSP
2018,8,1671516,MSP
2002,10,2440166,ORD
2002,11,2148454,ORD
2002,12,2397757,ORD
2003,1,2038053,ORD
2003,2,2002131,ORD
2003,3,2443706,ORD
2003,4,2287731,ORD
2003,5,2424974,ORD
2003,6,2601212,ORD
2003,7,2656796,ORD
2003,8,2567497,ORD
2003,9,2231254,ORD
2003,10,2478985,ORD
2003,11,2316263,ORD
2003,12,2461374,ORD
2004,1,2032667,ORD
2004,2,2200983,ORD
2004,3,2637680,ORD
2004,4,2557628,ORD
2004,5,2597114,ORD
2004,6,2891712,ORD
2004,7,2946134,ORD
2004,8,2889955,ORD
2004,9,2556251,ORD
2004,10,2771638,ORD
2004,11,2443911,ORD
2004,12,2501422,ORD
2005,1,2165220,ORD
2005,2,2143058,ORD
2005,3,2753365,ORD
2005,4,2541964,ORD
2005,5,2699717,ORD
2005,6,2881258,ORD
2005,7,2919819,ORD
2005,8,2810887,ORD
2005,9,2546890,ORD
2005,10,2700719,ORD
2005,11,2552818,ORD
2005,12,2537854,ORD
2006,1,2313790,ORD
2006,2,2257206,ORD
2006,3,2775206,ORD
2006,4,2583489,ORD
2006,5,2712717,ORD
2006,6,2846936,ORD
2006,7,2864664,ORD
2006,8,2759642,ORD
2006,9,2445699,ORD
2006,10,2686526,ORD
2006,11,2502023,ORD
2006,12,2388152,ORD
2007,1,2321926,ORD
2007,2,2141920,ORD
2007,3,2736628,ORD
2007,4,2577386,ORD
2007,5,2779638,ORD
2007,6,2814795,ORD
2007,7,2854152,ORD
2007,8,2788406,ORD
2007,9,2461840,ORD
2007,10,2681107,ORD
2007,11,2456002,ORD
2007,12,2221522,ORD
2008,1,2054376,ORD
2008,2,1994088,ORD
2008,3,2493535,ORD
2008,4,2420284,ORD
2008,5,2579839,ORD
2008,6,2614842,ORD
2008,7,2682934,ORD
2008,8,2588579,ORD
2008,9,2241562,ORD
2008,10,2453305,ORD
2008,11,2003233,ORD
2008,12,2042041,ORD
2009,1,1780448,ORD
2009,2,1759014,ORD
2009,3,2267624,ORD
2009,4,2158812,ORD
2009,5,2236470,ORD
2009,6,2382222,ORD
2009,7,2494585,ORD
2009,8,2403902,ORD
2009,9,2125351,ORD
2009,10,2327561,ORD
2009,11,2053195,ORD
2009,12,2056288,ORD
2010,1,1839373,ORD
2010,2,1791110,ORD
2010,3,2328662,ORD
2010,4,2226156,ORD
2010,5,2362635,ORD
2010,6,2449884,ORD
2010,7,2555653,ORD
2010,8,2512934,ORD
2010,9,2281338,ORD
2010,10,2446353,ORD
2010,11,2198438,ORD
2010,12,2001834,ORD
2011,1,1776465,ORD
2011,2,1710867,ORD
2011,3,2344944,ORD
2011,4,2161200,ORD
2011,5,2329934,ORD
2011,6,2436170,ORD
2011,7,2525583,ORD
2011,8,2467849,ORD
2011,9,2274962,ORD
2011,10,2417073,ORD
2011,11,2142822,ORD
2011,12,2102690,ORD
2012,1,1870122,ORD
2012,2,1912781,ORD
2012,3,2348842,ORD
2012,4,2231742,ORD
2012,5,2355823,ORD
2012,6,2480870,ORD
2012,7,2498266,ORD
2012,8,2489434,ORD
2012,9,2221834,ORD
2012,10,2368804,ORD
2012,11,2153216,ORD
2012,12,2076496,ORD
2013,1,1928466,ORD
2013,2,1824565,ORD
2013,3,2257564,ORD
2013,4,2106565,ORD
2013,5,2366564,ORD
2013,6,2431750,ORD
2013,7,2461924,ORD
2013,8,2454754,ORD
2013,9,2241606,ORD
2013,10,2464561,ORD
2013,11,2179626,ORD
2013,12,2232916,ORD
2014,1,1754729,ORD
2014,2,1870399,ORD
2014,3,2364317,ORD
2014,4,2299097,ORD
2014,5,2454807,ORD
2014,6,2559051,ORD
2014,7,2695144,ORD
2014,8,2578210,ORD
2014,9,2305025,ORD
2014,10,2575987,ORD
2014,11,2282095,ORD
2014,12,2359587,ORD
2015,1,2011759,ORD
2015,2,1926363,ORD
2015,3,2561418,ORD
2015,4,2457810,ORD
2015,5,2699706,ORD
2015,6,2754304,ORD
2015,7,2892926,ORD
2015,8,2834660,ORD
2015,9,2609305,ORD
2015,10,2843256,ORD
2015,11,2512002,ORD
2015,12,2432823,ORD
2016,1,2179186,ORD
2016,2,2073493,ORD
2016,3,2588183,ORD
2016,4,2501132,ORD
2016,5,2768209,ORD
2016,6,2897086,ORD
2016,7,2929104,ORD
2016,8,2932997,ORD
2016,9,2767650,ORD
2016,10,2907563,ORD
2016,11,2609882,ORD
2016,12,2423140,ORD
2017,1,2207296,ORD
2017,2,2096326,ORD
2017,3,2659108,ORD
2017,4,2480075,ORD
2017,5,2752609,ORD
2017,6,2922505,ORD
2017,7,2992923,ORD
2017,8,3034630,ORD
2017,9,2766335,ORD
2017,10,2997379,ORD
2017,11,2675559,ORD
2017,12,2604283,ORD
2018,1,2283314,ORD
2018,2,2140185,ORD
2018,3,2725480,ORD
2018,4,2616385,ORD
2018,5,2866908,ORD
2018,6,3046729,ORD
2018,7,3198719,ORD
2018,8,3136716,ORD
2002,10,473429,PDX
2002,11,449191,PDX
2002,12,529963,PDX
2003,1,404283,PDX
2003,2,383854,PDX
2003,3,462846,PDX
2003,4,431736,PDX
2003,5,480710,PDX
2003,6,559940,PDX
2003,7,596620,PDX
2003,8,598594,PDX
2003,9,482711,PDX
2003,10,497736,PDX
2003,11,468583,PDX
2003,12,527045,PDX
2004,1,377962,PDX
2004,2,401486,PDX
2004,3,496994,PDX
2004,4,478980,PDX
2004,5,496410,PDX
2004,6,583556,PDX
2004,7,610426,PDX
2004,8,638329,PDX
2004,9,512167,PDX
2004,10,505930,PDX
2004,11,505866,PDX
2004,12,548687,PDX
2005,1,445882,PDX
2005,2,421445,PDX
2005,3,515518,PDX
2005,4,508484,PDX
2005,5,537668,PDX
2005,6,608785,PDX
2005,7,641298,PDX
2005,8,661464,PDX
2005,9,546507,PDX
2005,10,548235,PDX
2005,11,535134,PDX
2005,12,559740,PDX
2006,1,461588,PDX
2006,2,444030,PDX
2006,3,558431,PDX
2006,4,512267,PDX
2006,5,550308,PDX
2006,6,621944,PDX
2006,7,647981,PDX
2006,8,664533,PDX
2006,9,549279,PDX
2006,10,555258,PDX
2006,11,543357,PDX
2006,12,562630,PDX
2007,1,469082,PDX
2007,2,454018,PDX
2007,3,569959,PDX
2007,4,535534,PDX
2007,5,582628,PDX
2007,6,652554,PDX
2007,7,679645,PDX
2007,8,700287,PDX
2007,9,579012,PDX
2007,10,586361,PDX
2007,11,565692,PDX
2007,12,593287,PDX
2008,1,491286,PDX
2008,2,492189,PDX
2008,3,585277,PDX
2008,4,544739,PDX
2008,5,582299,PDX
2008,6,647625,PDX
2008,7,672044,PDX
2008,8,679760,PDX
2008,9,543555,PDX
2008,10,537648,PDX
2008,11,476998,PDX
2008,12,492999,PDX
2009,1,421217,PDX
2009,2,402603,PDX
2009,3,510873,PDX
2009,4,476772,PDX
2009,5,510018,PDX
2009,6,583684,PDX
2009,7,623010,PDX
2009,8,625021,PDX
2009,9,515116,PDX
2009,10,510944,PDX
2009,11,478220,PDX
2009,12,521320,PDX
2010,1,427288,PDX
2010,2,407489,PDX
2010,3,514261,PDX
2010,4,486533,PDX
2010,5,513470,PDX
2010,6,592084,PDX
2010,7,624216,PDX
2010,8,640823,PDX
2010,9,541578,PDX
2010,10,539392,PDX
2010,11,510680,PDX
2010,12,541854,PDX
2011,1,459645,PDX
2011,2,423883,PDX
2011,3,531589,PDX
2011,4,504130,PDX
2011,5,541682,PDX
2011,6,608187,PDX
2011,7,634800,PDX
2011,8,656789,PDX
2011,9,556560,PDX
2011,10,545537,PDX
2011,11,532460,PDX
2011,12,563577,PDX
2012,1,463918,PDX
2012,2,448670,PDX
2012,3,548790,PDX
2012,4,514123,PDX
2012,5,557487,PDX
2012,6,642213,PDX
2012,7,696488,PDX
2012,8,712750,PDX
2012,9,580564,PDX
2012,10,576941,PDX
2012,11,564291,PDX
2012,12,588533,PDX
2013,1,490373,PDX
2013,2,468262,PDX
2013,3,573890,PDX
2013,4,545689,PDX
2013,5,588859,PDX
2013,6,662534,PDX
2013,7,712861,PDX
2013,8,720860,PDX
2013,9,611439,PDX
2013,10,613498,PDX
2013,11,575337,PDX
2013,12,650349,PDX
2014,1,532581,PDX
2014,2,493586,PDX
2014,3,616051,PDX
2014,4,592159,PDX
2014,5,629728,PDX
2014,6,713507,PDX
2014,7,769963,PDX
2014,8,765748,PDX
2014,9,642510,PDX
2014,10,643685,PDX
2014,11,582152,PDX
2014,12,638909,PDX
2015,1,537957,PDX
2015,2,497385,PDX
2015,3,611519,PDX
2015,4,614317,PDX
2015,5,643049,PDX
2015,6,749962,PDX
2015,7,813928,PDX
2015,8,819801,PDX
2015,9,688077,PDX
2015,10,701157,PDX
2015,11,654096,PDX
2015,12,697617,PDX
2016,1,580427,PDX
2016,2,558166,PDX
2016,3,676554,PDX
2016,4,674726,PDX
2016,5,719995,PDX
2016,6,814554,PDX
2016,7,866679,PDX
2016,8,863943,PDX
2016,9,754611,PDX
2016,10,761702,PDX
2016,11,717935,PDX
2016,12,736348,PDX
2017,1,600676,PDX
2017,2,578578,PDX
2017,3,743803,PDX
2017,4,698414,PDX
2017,5,755730,PDX
2017,6,855770,PDX
2017,7,911420,PDX
2017,8,906159,PDX
2017,9,748784,PDX
2017,10,763201,PDX
2017,11,735036,PDX
2017,12,750014,PDX
2018,1,622701,PDX
2018,2,609914,PDX
2018,3,751220,PDX
2018,4,736599,PDX
2018,5,782201,PDX
2018,6,887493,PDX
2018,7,948735,PDX
2018,8,930751,PDX
2002,10,869043,PHL
2002,11,818717,PHL
2002,12,890226,PHL
2003,1,729478,PHL
2003,2,674490,PHL
2003,3,852594,PHL
2003,4,863681,PHL
2003,5,866652,PHL
2003,6,922004,PHL
2003,7,1003240,PHL
2003,8,981047,PHL
2003,9,756737,PHL
2003,10,913406,PHL
2003,11,853069,PHL
2003,12,880721,PHL
2004,1,747234,PHL
2004,2,786611,PHL
2004,3,929472,PHL
2004,4,973927,PHL
2004,5,979927,PHL
2004,6,1083519,PHL
2004,7,1162714,PHL
2004,8,1130646,PHL
2004,9,897786,PHL
2004,10,1113228,PHL
2004,11,1107020,PHL
2004,12,1093551,PHL
2005,1,961496,PHL
2005,2,966512,PHL
2005,3,1265220,PHL
2005,4,1153002,PHL
2005,5,1209905,PHL
2005,6,1249474,PHL
2005,7,1267194,PHL
2005,8,1215200,PHL
2005,9,1014829,PHL
2005,10,1110106,PHL
2005,11,1088945,PHL
2005,12,1033071,PHL
2006,1,929496,PHL
2006,2,946689,PHL
2006,3,1204227,PHL
2006,4,1197681,PHL
2006,5,1224831,PHL
2006,6,1249608,PHL
2006,7,1279454,PHL
2006,8,1263142,PHL
2006,9,1006878,PHL
2006,10,1153215,PHL
2006,11,1122789,PHL
2006,12,1061948,PHL
2007,1,994247,PHL
2007,2,941986,PHL
2007,3,1188099,PHL
2007,4,1187683,PHL
2007,5,1229075,PHL
2007,6,1266248,PHL
2007,7,1311283,PHL
2007,8,1321898,PHL
2007,9,1066805,PHL
2007,10,1194317,PHL
2007,11,1124874,PHL
2007,12,1030473,PHL
2008,1,1006905,PHL
2008,2,992169,PHL
2008,3,1214322,PHL
2008,4,1175493,PHL
2008,5,1199191,PHL
2008,6,1267853,PHL
2008,7,1312253,PHL
2008,8,1296024,PHL
2008,9,1028674,PHL
2008,10,1186160,PHL
2008,11,1004830,PHL
2008,12,1061746,PHL
2009,1,926892,PHL
2009,2,906329,PHL
2009,3,1108147,PHL
2009,4,1131665,PHL
2009,5,1133259,PHL
2009,6,1196337,PHL
2009,7,1282610,PHL
2009,8,1241616,PHL
2009,9,1024925,PHL
2009,10,1143070,PHL
2009,11,1034732,PHL
2009,12,1014960,PHL
2010,1,930492,PHL
2010,2,790246,PHL
2010,3,1139171,PHL
2010,4,1085476,PHL
2010,5,1130729,PHL
2010,6,1181631,PHL
2010,7,1220113,PHL
2010,8,1231577,PHL
2010,9,1056099,PHL
2010,10,1172411,PHL
2010,11,1080533,PHL
2010,12,1033466,PHL
2011,1,933477,PHL
2011,2,878945,PHL
2011,3,1135612,PHL
2011,4,1087043,PHL
2011,5,1144493,PHL
2011,6,1160749,PHL
2011,7,1191778,PHL
2011,8,1154385,PHL
2011,9,1040564,PHL
2011,10,1109540,PHL
2011,11,1067006,PHL
2011,12,1059856,PHL
2012,1,962301,PHL
2012,2,927574,PHL
2012,3,1092524,PHL
2012,4,1050078,PHL
2012,5,1097404,PHL
2012,6,1117429,PHL
2012,7,1132311,PHL
2012,8,1170296,PHL
2012,9,1001650,PHL
2012,10,1050837,PHL
2012,11,1070113,PHL
2012,12,1025705,PHL
2013,1,966537,PHL
2013,2,945271,PHL
2013,3,1117379,PHL
2013,4,1042395,PHL
2013,5,1105044,PHL
2013,6,1122843,PHL
2013,7,1148232,PHL
2013,8,1166352,PHL
2013,9,999226,PHL
2013,10,1095178,PHL
2013,11,999257,PHL
2013,12,1045785,PHL
2014,1,942728,PHL
2014,2,854841,PHL
2014,3,1088010,PHL
2014,4,1107320,PHL
2014,5,1141213,PHL
2014,6,1133551,PHL
2014,7,1184043,PHL
2014,8,1186005,PHL
2014,9,1024989,PHL
2014,10,1126989,PHL
2014,11,984134,PHL
2014,12,1017305,PHL
2015,1,877352,PHL
2015,2,884986,PHL
2015,3,1069602,PHL
2015,4,1079528,PHL
2015,5,1136860,PHL
2015,6,1165864,PHL
2015,7,1259808,PHL
2015,8,1231296,PHL
2015,9,1079899,PHL
2015,10,1165888,PHL
2015,11,1086035,PHL
2015,12,1052748,PHL
2016,1,902954,PHL
2016,2,891251,PHL
2016,3,1110274,PHL
2016,4,1059871,PHL
2016,5,1130913,PHL
2016,6,1166600,PHL
2016,7,1177711,PHL
2016,8,1173669,PHL
2016,9,1038613,PHL
2016,10,1098865,PHL
2016,11,1008833,PHL
2016,12,977118,PHL
2017,1,890893,PHL
2017,2,828923,PHL
2017,3,1036182,PHL
2017,4,1068094,PHL
2017,5,1095935,PHL
2017,6,1128715,PHL
2017,7,1134580,PHL
2017,8,1146089,PHL
2017,9,969853,PHL
2017,10,1109282,PHL
2017,11,1053535,PHL
2017,12,1030235,PHL
2018,1,941696,PHL
2018,2,916356,PHL
2018,3,1067949,PHL
2018,4,1111036,PHL
2018,5,1178546,PHL
2018,6,1266270,PHL
2018,7,1259757,PHL
2018,8,1243191,PHL
2002,10,1407732,PHX
2002,11,1345740,PHX
2002,12,1474411,PHX
2003,1,1324980,PHX
2003,2,1290730,PHX
2003,3,1625383,PHX
2003,4,1497358,PHX
2003,5,1544961,PHX
2003,6,1562760,PHX
2003,7,1617886,PHX
2003,8,1512909,PHX
2003,9,1287683,PHX
2003,10,1407743,PHX
2003,11,1403941,PHX
2003,12,1457231,PHX
2004,1,1363324,PHX
2004,2,1399904,PHX
2004,3,1684903,PHX
2004,4,1592211,PHX
2004,5,1566207,PHX
2004,6,1619660,PHX
2004,7,1681860,PHX
2004,8,1562070,PHX
2004,9,1415858,PHX
2004,10,1583922,PHX
2004,11,1530969,PHX
2004,12,1554145,PHX
2005,1,1460509,PHX
2005,2,1412006,PHX
2005,3,1762324,PHX
2005,4,1671462,PHX
2005,5,1708214,PHX
2005,6,1704932,PHX
2005,7,1752696,PHX
2005,8,1635911,PHX
