Year,Month,DOMESTIC,Code
2015,3,2115805,DEN
2015,4,1964583,DEN
2015,5,2113324,DEN
2015,6,2221798,DEN
2015,7,2337699,DEN
2015,8,2290973,DEN
2015,9,2143214,DEN
2015,10,2276271,DEN
2015,11,2052510,DEN
2015,12,2114214,DEN
2016,1,1984926,DEN
2016,2,1881837,DEN
2016,3,2176732,DEN
2016,4,2043526,DEN
2016,5,2274938,DEN
2016,6,2405518,DEN
2016,7,2545224,DEN
2016,8,2515153,DEN
2016,9,2402488,DEN
2016,10,2462091,DEN
2016,11,2199830,DEN
2016,12,2217262,DEN
2017,1,2058692,DEN
2017,2,1933633,DEN
2017,3,2438070,DEN
2017,4,2212989,DEN
2017,5,2445412,DEN
2017,6,2599995,DEN
2017,7,2711908,DEN
2017,8,2659660,DEN
2017,9,2390551,DEN
2017,10,2489618,DEN
2017,11,2298361,DEN
2017,12,2264154,DEN
2018,1,2167900,DEN
2018,2,1998462,DEN
2018,3,2443012,DEN
2018,4,2362373,DEN
2018,5,2566793,DEN
2018,6,2700933,DEN
2018,7,2842279,DEN
2018,8,2772396,DEN
2002,10,1912156,DFW
2002,11,1735527,DFW
2002,12,1990101,DFW
2003,1,1691952,DFW
2003,2,1561678,DFW
2003,3,1951977,DFW
2003,4,1770298,DFW
2003,5,1948301,DFW
2003,6,2066008,DFW
2003,7,2220271,DFW
2003,8,2058910,DFW
2003,9,1677281,DFW
2003,10,1940700,DFW
2003,11,1939177,DFW
2003,12,2110642,DFW
2004,1,1912654,DFW
2004,2,1880923,DFW
2004,3,2231013,DFW
2004,4,2115198,DFW
2004,5,2204423,DFW
2004,6,2332304,DFW
2004,7,2400489,DFW
2004,8,2201457,DFW
2004,9,1985986,DFW
2004,10,2192997,DFW
2004,11,2091506,DFW
2004,12,2113523,DFW
2005,1,1952674,DFW
2005,2,1762974,DFW
2005,3,2168649,DFW
2005,4,2056646,DFW
2005,5,2182266,DFW
2005,6,2328553,DFW
2005,7,2414128,DFW
2005,8,2186923,DFW
2005,9,1998024,DFW
2005,10,2137651,DFW
2005,11,2137506,DFW
2005,12,2147222,DFW
2006,1,2013233,DFW
2006,2,1871478,DFW
2006,3,2246324,DFW
2006,4,2188225,DFW
2006,5,2331076,DFW
2006,6,2382931,DFW
2006,7,2412173,DFW
2006,8,2169476,DFW
2006,9,1968583,DFW
2006,10,2166614,DFW
2006,11,2070310,DFW
2006,12,2138856,DFW
2007,1,1944528,DFW
2007,2,1862273,DFW
2007,3,2248185,DFW
2007,4,2146564,DFW
2007,5,2275247,DFW
2007,6,2304943,DFW
2007,7,2402764,DFW
2007,8,2298706,DFW
2007,9,1988647,DFW
2007,10,2197609,DFW
2007,11,2139381,DFW
2007,12,2073437,DFW
2008,1,1956747,DFW
2008,2,1901839,DFW
2008,3,2082202,DFW
2008,4,1950412,DFW
2008,5,2169750,DFW
2008,6,2286232,DFW
2008,7,2351781,DFW
2008,8,2181822,DFW
2008,9,1860962,DFW
2008,10,2083345,DFW
2008,11,1845563,DFW
2008,12,2019018,DFW
2009,1,1783541,DFW
2009,2,1711344,DFW
2009,3,2064594,DFW
2009,4,2010195,DFW
2009,5,2068553,DFW
2009,6,2236639,DFW
2009,7,2360815,DFW
2009,8,2149547,DFW
2009,9,1898584,DFW
2009,10,2065766,DFW
2009,11,1925607,DFW
2009,12,1993864,DFW
2010,1,1829013,DFW
2010,2,1658806,DFW
2010,3,2088259,DFW
2010,4,2036994,DFW
2010,5,2097306,DFW
2010,6,2234369,DFW
2010,7,2275466,DFW
2010,8,2117181,DFW
2010,9,1970768,DFW
2010,10,2141521,DFW
2010,11,2002041,DFW
2010,12,2049174,DFW
2011,1,1844550,DFW
2011,2,1675301,DFW
2011,3,2110738,DFW
2011,4,2005792,DFW
2011,5,2106041,DFW
2011,6,2312567,DFW
2011,7,2359579,DFW
2011,8,2180705,DFW
2011,9,2057802,DFW
2011,10,2163883,DFW
2011,11,2017400,DFW
2011,12,1992786,DFW
2012,1,1855273,DFW
2012,2,1830112,DFW
2012,3,2156992,DFW
2012,4,2000783,DFW
2012,5,2230058,DFW
2012,6,2276172,DFW
2012,7,2286257,DFW
2012,8,2200780,DFW
2012,9,1972731,DFW
2012,10,2145674,DFW
2012,11,2058545,DFW
2012,12,2089677,DFW
2013,1,1994045,DFW
2013,2,1912274,DFW
2013,3,2213486,DFW
2013,4,2119794,DFW
2013,5,2247800,DFW
2013,6,2322101,DFW
2013,7,2368476,DFW
2013,8,2258497,DFW
2013,9,2040942,DFW
2013,10,2247399,DFW
2013,11,2015462,DFW
2013,12,2065469,DFW
2014,1,2084164,DFW
2014,2,1899494,DFW
2014,3,2284571,DFW
2014,4,2221816,DFW
2014,5,2369941,DFW
2014,6,2497531,DFW
2014,7,2559855,DFW
2014,8,2430793,DFW
2014,9,2256546,DFW
2014,10,2341753,DFW
2014,11,2078769,DFW
2014,12,2284535,DFW
2015,1,2118970,DFW
2015,2,1863444,DFW
2015,3,2311467,DFW
2015,4,2288006,DFW
2015,5,2342822,DFW
2015,6,2521252,DFW
2015,7,2659886,DFW
2015,8,2505866,DFW
2015,9,2307017,DFW
2015,10,2407787,DFW
2015,11,2223013,DFW
2015,12,2253382,DFW
2016,1,2152028,DFW
2016,2,2050695,DFW
2016,3,2330612,DFW
2016,4,2212483,DFW
2016,5,2348182,DFW
2016,6,2452003,DFW
2016,7,2504898,DFW
2016,8,2327463,DFW
2016,9,2300893,DFW
2016,10,2342607,DFW
2016,11,2166278,DFW
2016,12,2186309,DFW
2017,1,2093354,DFW
2017,2,1968043,DFW
2017,3,2348339,DFW
2017,4,2190320,DFW
2017,5,2395616,DFW
2017,6,2477813,DFW
2017,7,2522827,DFW
2017,8,2426793,DFW
2017,9,2244372,DFW
2017,10,2461306,DFW
2017,11,2278597,DFW
2017,12,2322473,DFW
2018,1,2160971,DFW
2018,2,2067138,DFW
2018,3,2413520,DFW
2018,4,2339863,DFW
2018,5,2486374,DFW
2018,6,2668558,DFW
2018,7,2685985,DFW
2018,8,2560284,DFW
2002,10,1171844,DTW
2002,11,1091289,DTW
2002,12,1223043,DTW
2003,1,978873,DTW
2003,2,1024936,DTW
2003,3,1199815,DTW
2003,4,1157014,DTW
2003,5,1163848,DTW
2003,6,1252163,DTW
2003,7,1349534,DTW
2003,8,1269070,DTW
2003,9,1085813,DTW
2003,10,1240375,DTW
2003,11,1143617,DTW
2003,12,1243034,DTW
2004,1,974268,DTW
2004,2,1069606,DTW
2004,3,1298862,DTW
2004,4,1310614,DTW
2004,5,1258115,DTW
2004,6,1384800,DTW
2004,7,1449208,DTW
2004,8,1383591,DTW
2004,9,1184722,DTW
2004,10,1315771,DTW
2004,11,1257157,DTW
2004,12,1273012,DTW
2005,1,1083038,DTW
2005,2,1123629,DTW
2005,3,1433891,DTW
2005,4,1325289,DTW
2005,5,1372460,DTW
2005,6,1429621,DTW
2005,7,1482708,DTW
2005,8,1386978,DTW
2005,9,1232604,DTW
2005,10,1288292,DTW
2005,11,1226054,DTW
2005,12,1232507,DTW
2006,1,1103371,DTW
2006,2,1139050,DTW
2006,3,1363982,DTW
2006,4,1318171,DTW
2006,5,1362512,DTW
2006,6,1380187,DTW
2006,7,1405847,DTW
2006,8,1384781,DTW
2006,9,1220284,DTW
2006,10,1341800,DTW
2006,11,1287985,DTW
2006,12,1272182,DTW
2007,1,1130721,DTW
2007,2,1146367,DTW
2007,3,1386511,DTW
2007,4,1351261,DTW
2007,5,1372117,DTW
2007,6,1366370,DTW
2007,7,1405941,DTW
2007,8,1407573,DTW
2007,9,1200159,DTW
2007,10,1318476,DTW
2007,11,1256578,DTW
2007,12,1224387,DTW
2008,1,1138102,DTW
2008,2,1180924,DTW
2008,3,1377064,DTW
2008,4,1307103,DTW
2008,5,1343517,DTW
2008,6,1368943,DTW
2008,7,1396322,DTW
2008,8,1334885,DTW
2008,9,1127917,DTW
2008,10,1220445,DTW
2008,11,1108330,DTW
2008,12,1169467,DTW
2009,1,1011762,DTW
2009,2,1014790,DTW
2009,3,1206435,DTW
2009,4,1220654,DTW
2009,5,1184207,DTW
2009,6,1253053,DTW
2009,7,1294686,DTW
2009,8,1246420,DTW
2009,9,1065809,DTW
2009,10,1156660,DTW
2009,11,1061254,DTW
2009,12,1090748,DTW
2010,1,978151,DTW
2010,2,960453,DTW
2010,3,1213980,DTW
2010,4,1174651,DTW
2010,5,1212309,DTW
2010,6,1296233,DTW
2010,7,1343343,DTW
2010,8,1335381,DTW
2010,9,1142543,DTW
2010,10,1253770,DTW
2010,11,1145298,DTW
2010,12,1125382,DTW
2011,1,997821,DTW
2011,2,939858,DTW
2011,3,1235293,DTW
2011,4,1161321,DTW
2011,5,1210040,DTW
2011,6,1285595,DTW
2011,7,1363116,DTW
2011,8,1329728,DTW
2011,9,1152936,DTW
2011,10,1242541,DTW
2011,11,1164409,DTW
2011,12,1113048,DTW
2012,1,976869,DTW
2012,2,989009,DTW
2012,3,1248624,DTW
2012,4,1165244,DTW
2012,5,1189411,DTW
2012,6,1280315,DTW
2012,7,1312116,DTW
2012,8,1325635,DTW
2012,9,1102631,DTW
2012,10,1218373,DTW
2012,11,1149039,DTW
2012,12,1057069,DTW
2013,1,976657,DTW
2013,2,963762,DTW
2013,3,1263216,DTW
2013,4,1142480,DTW
2013,5,1222079,DTW
2013,6,1268314,DTW
2013,7,1303219,DTW
2013,8,1318564,DTW
2013,9,1130382,DTW
2013,10,1226888,DTW
2013,11,1096434,DTW
2013,12,1142203,DTW
2014,1,970796,DTW
2014,2,985128,DTW
2014,3,1238786,DTW
2014,4,1203220,DTW
2014,5,1253269,DTW
2014,6,1250493,DTW
2014,7,1290602,DTW
2014,8,1289396,DTW
2014,9,1158319,DTW
2014,10,1239780,DTW
2014,11,1110762,DTW
2014,12,1127486,DTW
2015,1,984487,DTW
2015,2,992106,DTW
2015,3,1249641,DTW
2015,4,1208663,DTW
2015,5,1274615,DTW
2015,6,1282490,DTW
2015,7,1357121,DTW
2015,8,1360841,DTW
2015,9,1203506,DTW
2015,10,1308716,DTW
2015,11,1218881,DTW
2015,12,1199337,DTW
2016,1,1081475,DTW
2016,2,1073200,DTW
2016,3,1293571,DTW
2016,4,1246240,DTW
2016,5,1373680,DTW
2016,6,1364357,DTW
2016,7,1376841,DTW
2016,8,1355297,DTW
2016,9,1244846,DTW
2016,10,1334682,DTW
2016,11,1243670,DTW
2016,12,1214116,DTW
2017,1,1060787,DTW
2017,2,1058967,DTW
2017,3,1336338,DTW
2017,4,1231903,DTW
2017,5,1334563,DTW
2017,6,1360206,DTW
2017,7,1383286,DTW
2017,8,1421303,DTW
2017,9,1243476,DTW
2017,10,1373904,DTW
2017,11,1266036,DTW
2017,12,1204801,DTW
2018,1,1075507,DTW
2018,2,1061833,DTW
2018,3,1362449,DTW
2018,4,1262308,DTW
2018,5,1353399,DTW
2018,6,1396459,DTW
2018,7,1444373,DTW
2018,8,1467104,DTW
2002,10,902187,EWR
2002,11,847886,EWR
2002,12,949275,EWR
2003,1,764371,EWR
2003,2,725871,EWR
2003,3,868427,EWR
2003,4,893929,EWR
2003,5,912647,EWR
2003,6,960538,EWR
2003,7,1069074,EWR
2003,8,1056371,EWR
2003,9,772835,EWR
2003,10,935641,EWR
2003,11,907685,EWR
2003,12,963598,EWR
2004,1,788592,EWR
2004,2,822918,EWR
2004,3,960453,EWR
2004,4,1011570,EWR
2004,5,912663,EWR
2004,6,1024058,EWR
2004,7,1104089,EWR
2004,8,1069465,EWR
2004,9,821233,EWR
2004,10,998844,EWR
2004,11,961227,EWR
2004,12,970806,EWR
2005,1,821199,EWR
2005,2,814463,EWR
2005,3,1028235,EWR
2005,4,991477,EWR
2005,5,957445,EWR
2005,6,1008674,EWR
2005,7,1073161,EWR
2005,8,1080486,EWR
2005,9,908831,EWR
2005,10,1021576,EWR
2005,11,1059432,EWR
2005,12,1068130,EWR
2006,1,948258,EWR
2006,2,900519,EWR
2006,3,1139984,EWR
2006,4,1166662,EWR
2006,5,1091164,EWR
2006,6,1125702,EWR
2006,7,1174287,EWR
2006,8,1155999,EWR
2006,9,917838,EWR
2006,10,1062556,EWR
2006,11,1074939,EWR
2006,12,1068641,EWR
2007,1,960890,EWR
2007,2,907169,EWR
2007,3,1112957,EWR
2007,4,1134979,EWR
2007,5,1123224,EWR
2007,6,1130680,EWR
2007,7,1192759,EWR
2007,8,1215041,EWR
2007,9,938591,EWR
2007,10,1065858,EWR
2007,11,1056205,EWR
2007,12,1016620,EWR
2008,1,958306,EWR
2008,2,907816,EWR
2008,3,1100138,EWR
2008,4,1055874,EWR
2008,5,1044509,EWR
2008,6,1075007,EWR
2008,7,1164267,EWR
2008,8,1130979,EWR
2008,9,855126,EWR
2008,10,997298,EWR
2008,11,896197,EWR
2008,12,950189,EWR
2009,1,805947,EWR
2009,2,785043,EWR
2009,3,956635,EWR
2009,4,997668,EWR
2009,5,960621,EWR
2009,6,998124,EWR
2009,7,1116452,EWR
2009,8,1083534,EWR
2009,9,847135,EWR
2009,10,962946,EWR
2009,11,891645,EWR
2009,12,931197,EWR
2010,1,799295,EWR
2010,2,724054,EWR
2010,3,989338,EWR
2010,4,938390,EWR
2010,5,921086,EWR
2010,6,972511,EWR
2010,7,1040497,EWR
2010,8,1024887,EWR
2010,9,813232,EWR
2010,10,924137,EWR
2010,11,883366,EWR
2010,12,836003,EWR
2011,1,729563,EWR
2011,2,703522,EWR
2011,3,915823,EWR
2011,4,956560,EWR
2011,5,963138,EWR
2011,6,1021397,EWR
2011,7,1102157,EWR
2011,8,1017350,EWR
2011,9,851579,EWR
2011,10,931342,EWR
2011,11,942301,EWR
2011,12,941667,EWR
2012,1,817666,EWR
2012,2,798975,EWR
2012,3,999231,EWR
2012,4,1015324,EWR
2012,5,997347,EWR
2012,6,1056384,EWR
2012,7,1095923,EWR
2012,8,1088142,EWR
2012,9,852045,EWR
2012,10,890539,EWR
2012,11,896683,EWR
2012,12,938823,EWR
2013,1,868374,EWR
2013,2,796682,EWR
2013,3,1015490,EWR
2013,4,981243,EWR
2013,5,1025239,EWR
2013,6,1047664,EWR
2013,7,1124033,EWR
2013,8,1111497,EWR
2013,9,913700,EWR
2013,10,1023206,EWR
2013,11,946834,EWR
2013,12,1049635,EWR
2014,1,858112,EWR
2014,2,770227,EWR
2014,3,1030138,EWR
2014,4,968181,EWR
2014,5,975945,EWR
2014,6,1057741,EWR
2014,7,1130286,EWR
2014,8,1123998,EWR
2014,9,936313,EWR
2014,10,999942,EWR
2014,11,982559,EWR
2014,12,1071400,EWR
2015,1,888424,EWR
2015,2,847323,EWR
2015,3,1056040,EWR
2015,4,1083734,EWR
2015,5,1086155,EWR
2015,6,1113792,EWR
2015,7,1210580,EWR
2015,8,1174150,EWR
2015,9,1020600,EWR
2015,10,1156776,EWR
2015,11,1113198,EWR
2015,12,1136944,EWR
2016,1,940700,EWR
2016,2,952707,EWR
2016,3,1154930,EWR
2016,4,1161310,EWR
2016,5,1189681,EWR
2016,6,1210770,EWR
2016,7,1252847,EWR
2016,8,1279572,EWR
2016,9,1120219,EWR
2016,10,1216463,EWR
2016,11,1239573,EWR
2016,12,1260438,EWR
2017,1,1126306,EWR
2017,2,1028564,EWR
2017,3,1276577,EWR
2017,4,1295977,EWR
2017,5,1291917,EWR
2017,6,1334664,EWR
2017,7,1405630,EWR
2017,8,1391275,EWR
2017,9,1140921,EWR
2017,10,1340866,EWR
2017,11,1316718,EWR
2017,12,1328256,EWR
2018,1,1135026,EWR
2018,2,1095182,EWR
2018,3,1328388,EWR
2018,4,1342307,EWR
2018,5,1417611,EWR
2018,6,1416310,EWR
2018,7,1473443,EWR
2018,8,1430206,EWR
2002,10,557402,FLL
2002,11,602032,FLL
2002,12,658085,FLL
2003,1,676133,FLL
2003,2,639441,FLL
2003,3,775192,FLL
2003,4,722003,FLL
2003,5,639990,FLL
2003,6,616468,FLL
2003,7,668878,FLL
2003,8,666487,FLL
2003,9,524336,FLL
2003,10,629849,FLL
2003,11,691247,FLL
2003,12,709179,FLL
2004,1,748977,FLL
2004,2,768480,FLL
2004,3,900188,FLL
2004,4,866905,FLL
2004,5,749750,FLL
2004,6,741995,FLL
2004,7,768895,FLL
2004,8,748090,FLL
2004,9,485707,FLL
2004,10,723071,FLL
2004,11,798317,FLL
2004,12,831351,FLL
2005,1,887188,FLL
2005,2,826342,FLL
2005,3,1033136,FLL
2005,4,921203,FLL
2005,5,853716,FLL
2005,6,814326,FLL
2005,7,851687,FLL
2005,8,755954,FLL
2005,9,618069,FLL
2005,10,588102,FLL
2005,11,732197,FLL
2005,12,794582,FLL
2006,1,866317,FLL
2006,2,778873,FLL
2006,3,944437,FLL
2006,4,913261,FLL
2006,5,785460,FLL
2006,6,747198,FLL
2006,7,740437,FLL
2006,8,671123,FLL
2006,9,545576,FLL
2006,10,630304,FLL
2006,11,739083,FLL
2006,12,784559,FLL
2007,1,834761,FLL
2007,2,779867,FLL
2007,3,954975,FLL
2007,4,925829,FLL
2007,5,809193,FLL
2007,6,795619,FLL
2007,7,822587,FLL
2007,8,792101,FLL
2007,9,599204,FLL
2007,10,690226,FLL
2007,11,785939,FLL
2007,12,834263,FLL
2008,1,898610,FLL
2008,2,841246,FLL
2008,3,1024370,FLL
2008,4,898384,FLL
2008,5,848078,FLL
2008,6,799259,FLL
2008,7,819290,FLL
2008,8,759795,FLL
2008,9,512996,FLL
2008,10,620341,FLL
2008,11,693917,FLL
2008,12,754064,FLL
2009,1,788017,FLL
2009,2,710890,FLL
2009,3,866368,FLL
2009,4,800150,FLL
2009,5,718503,FLL
2009,6,708154,FLL
2009,7,766524,FLL
2009,8,734438,FLL
2009,9,558362,FLL
2009,10,637216,FLL
2009,11,725429,FLL
2009,12,758858,FLL
2010,1,829427,FLL
2010,2,721941,FLL
2010,3,913511,FLL
2010,4,847247,FLL
2010,5,751936,FLL
2010,6,717486,FLL
2010,7,772680,FLL
2010,8,743024,FLL
2010,9,598919,FLL
2010,10,693082,FLL
2010,11,784922,FLL
2010,12,799318,FLL
2011,1,846530,FLL
2011,2,765765,FLL
2011,3,985821,FLL
2011,4,899090,FLL
2011,5,820031,FLL
2011,6,780193,FLL
2011,7,819232,FLL
2011,8,744372,FLL
2011,9,610596,FLL
2011,10,700107,FLL
2011,11,770886,FLL
2011,12,816854,FLL
2012,1,865206,FLL
2012,2,811249,FLL
2012,3,962328,FLL
2012,4,909361,FLL
2012,5,786650,FLL
2012,6,780388,FLL
2012,7,826212,FLL
2012,8,773183,FLL
2012,9,625731,FLL
2012,10,688848,FLL
2012,11,785974,FLL
2012,12,844279,FLL
2013,1,894162,FLL
2013,2,804733,FLL
2013,3,1025678,FLL
2013,4,914531,FLL
2013,5,814275,FLL
2013,6,784965,FLL
2013,7,808110,FLL
2013,8,769419,FLL
2013,9,586247,FLL
2013,10,660845,FLL
2013,11,747155,FLL
2013,12,847780,FLL
2014,1,865654,FLL
2014,2,792505,FLL
2014,3,1003006,FLL
2014,4,904933,FLL
2014,5,803534,FLL
2014,6,781493,FLL
2014,7,806933,FLL
2014,8,779742,FLL
2014,9,622497,FLL
2014,10,702367,FLL
2014,11,817609,FLL
2014,12,878866,FLL
2015,1,931304,FLL
2015,2,854440,FLL
2015,3,1043010,FLL
2015,4,955407,FLL
2015,5,868197,FLL
2015,6,835344,FLL
2015,7,881735,FLL
2015,8,833590,FLL
2015,9,665564,FLL
2015,10,764887,FLL
2015,11,887091,FLL
2015,12,953972,FLL
2016,1,1017105,FLL
2016,2,958214,FLL
2016,3,1125871,FLL
2016,4,999212,FLL
2016,5,951394,FLL
2016,6,935937,FLL
2016,7,954380,FLL
2016,8,891412,FLL
2016,9,749049,FLL
2016,10,774624,FLL
2016,11,967757,FLL
2016,12,1032915,FLL
2017,1,1082081,FLL
2017,2,979773,FLL
2017,3,1210820,FLL
2017,4,1147730,FLL
2017,5,1031250,FLL
2017,6,1021578,FLL
2017,7,1099107,FLL
2017,8,1049594,FLL
2017,9,665040,FLL
2017,10,896705,FLL
2017,11,1027103,FLL
2017,12,1086597,FLL
2018,1,1154576,FLL
2018,2,1066212,FLL
2018,3,1305260,FLL
2018,4,1213963,FLL
2018,5,1147057,FLL
2018,6,1115227,FLL
2018,7,1155273,FLL
2018,8,1102381,FLL
2002,10,522193,IAD
2002,11,478428,IAD
2002,12,552518,IAD
2003,1,451331,IAD
2003,2,390886,IAD
2003,3,499579,IAD
2003,4,497237,IAD
2003,5,529144,IAD
2003,6,552995,IAD
2003,7,597628,IAD
2003,8,572844,IAD
2003,9,453330,IAD
2003,10,533040,IAD
2003,11,489254,IAD
2003,12,535415,IAD
2004,1,450064,IAD
2004,2,465399,IAD
2004,3,568180,IAD
2004,4,600705,IAD
2004,5,601918,IAD
2004,6,688482,IAD
2004,7,838974,IAD
2004,8,909617,IAD
2004,9,807802,IAD
2004,10,970177,IAD
2004,11,882601,IAD
2004,12,914692,IAD
2005,1,775753,IAD
2005,2,759573,IAD
2005,3,958444,IAD
2005,4,908060,IAD
2005,5,976944,IAD
2005,6,986793,IAD
2005,7,1033903,IAD
2005,8,968759,IAD
2005,9,820789,IAD
2005,10,865564,IAD
2005,11,786086,IAD
2005,12,798836,IAD
2006,1,599991,IAD
2006,2,583148,IAD
2006,3,722713,IAD
2006,4,716650,IAD
2006,5,723874,IAD
2006,6,730020,IAD
2006,7,749087,IAD
2006,8,739605,IAD
2006,9,631920,IAD
2006,10,754849,IAD
2006,11,759734,IAD
2006,12,768995,IAD
2007,1,707031,IAD
2007,2,624113,IAD
2007,3,819844,IAD
2007,4,805148,IAD
2007,5,799443,IAD
2007,6,804719,IAD
2007,7,803494,IAD
2007,8,801156,IAD
2007,9,644263,IAD
2007,10,733407,IAD
2007,11,708802,IAD
2007,12,690469,IAD
2008,1,623914,IAD
2008,2,604926,IAD
2008,3,758580,IAD
2008,4,727315,IAD
2008,5,776990,IAD
2008,6,781854,IAD
2008,7,806982,IAD
2008,8,780549,IAD
2008,9,612317,IAD
2008,10,691781,IAD
2008,11,610607,IAD
2008,12,671377,IAD
2009,1,586432,IAD
2009,2,553771,IAD
2009,3,679376,IAD
2009,4,710515,IAD
2009,5,710016,IAD
2009,6,743321,IAD
2009,7,788206,IAD
2009,8,753924,IAD
2009,9,636345,IAD
2009,10,713231,IAD
2009,11,647246,IAD
2009,12,650807,IAD
2010,1,603447,IAD
2010,2,482257,IAD
2010,3,713494,IAD
2010,4,694334,IAD
2010,5,726953,IAD
2010,6,749102,IAD
2010,7,790115,IAD
2010,8,775489,IAD
2010,9,657015,IAD
2010,10,740294,IAD
2010,11,675225,IAD
2010,12,651308,IAD
2011,1,546231,IAD
2011,2,539186,IAD
2011,3,665768,IAD
2011,4,668448,IAD
2011,5,698224,IAD
2011,6,712736,IAD
2011,7,755724,IAD
2011,8,715541,IAD
2011,9,631976,IAD
2011,10,687465,IAD
2011,11,636208,IAD
2011,12,644968,IAD
2012,1,564925,IAD
2012,2,542670,IAD
2012,3,666656,IAD
2012,4,665262,IAD
2012,5,687181,IAD
2012,6,684863,IAD
2012,7,684598,IAD
2012,8,679522,IAD
2012,9,589932,IAD
2012,10,607471,IAD
2012,11,598323,IAD
2012,12,598521,IAD
2013,1,539614,IAD
2013,2,495100,IAD
2013,3,611080,IAD
2013,4,599499,IAD
2013,5,638632,IAD
2013,6,657275,IAD
2013,7,665642,IAD
2013,8,653871,IAD
2013,9,566453,IAD
2013,10,613385,IAD
2013,11,560511,IAD
2013,12,575970,IAD
2014,1,483512,IAD
2014,2,435150,IAD
2014,3,577218,IAD
2014,4,596514,IAD
2014,5,629198,IAD
2014,6,626197,IAD
2014,7,631701,IAD
2014,8,625568,IAD
2014,9,577309,IAD
2014,10,629373,IAD
2014,11,540028,IAD
2014,12,567835,IAD
2015,1,477913,IAD
2015,2,419716,IAD
2015,3,539180,IAD
2015,4,584535,IAD
2015,5,633446,IAD
2015,6,626607,IAD
2015,7,620221,IAD
2015,8,651604,IAD
2015,9,592180,IAD
2015,10,631299,IAD
2015,11,558831,IAD
2015,12,554919,IAD
2016,1,437066,IAD
2016,2,436190,IAD
2016,3,546096,IAD
2016,4,553748,IAD
2016,5,619604,IAD
2016,6,650993,IAD
2016,7,673738,IAD
2016,8,659859,IAD
2016,9,603387,IAD
2016,10,639313,IAD
2016,11,592806,IAD
2016,12,578243,IAD
2017,1,500875,IAD
2017,2,434774,IAD
2017,3,555401,IAD
2017,4,610232,IAD
2017,5,646685,IAD
2017,6,684617,IAD
2017,7,694190,IAD
2017,8,680952,IAD
2017,9,586331,IAD
2017,10,658071,IAD
2017,11,602591,IAD
2017,12,594411,IAD
2018,1,503890,IAD
2018,2,464712,IAD
2018,3,615493,IAD
2018,4,622502,IAD
2018,5,675195,IAD
2018,6,730970,IAD
2018,7,752472,IAD
2018,8,718562,IAD
2002,10,1063821,IAH
2002,11,1027440,IAH
2002,12,1148957,IAH
2003,1,1001319,IAH
2003,2,938329,IAH
2003,3,1145308,IAH
2003,4,1051907,IAH
2003,5,1138856,IAH
2003,6,1223982,IAH
2003,7,1327383,IAH
2003,8,1192823,IAH
2003,9,1001663,IAH
2003,10,1119665,IAH
2003,11,1099828,IAH
2003,12,1200816,IAH
2004,1,1022434,IAH
2004,2,1035448,IAH
2004,3,1202430,IAH
2004,4,1182114,IAH
2004,5,1188050,IAH
2004,6,1268230,IAH
2004,7,1363953,IAH
2004,8,1225328,IAH
2004,9,1055802,IAH
2004,10,1200953,IAH
2004,11,1194284,IAH
2004,12,1252994,IAH
2005,1,1163246,IAH
2005,2,1102856,IAH
2005,3,1393624,IAH
2005,4,1272522,IAH
2005,5,1360022,IAH
2005,6,1421428,IAH
2005,7,1469687,IAH
2005,8,1362858,IAH
2005,9,1091952,IAH
2005,10,1322968,IAH
2005,11,1315701,IAH
2005,12,1378781,IAH
2006,1,1302759,IAH
2006,2,1224667,IAH
2006,3,1472196,IAH
2006,4,1404955,IAH
2006,5,1484388,IAH
2006,6,1514314,IAH
2006,7,1543685,IAH
2006,8,1443713,IAH
2006,9,1275208,IAH
2006,10,1392813,IAH
2006,11,1392450,IAH
2006,12,1423707,IAH
2007,1,1328594,IAH
2007,2,1264355,IAH
2007,3,1480625,IAH
2007,4,1436668,IAH
2007,5,1495984,IAH
2007,6,1482370,IAH
2007,7,1497577,IAH
2007,8,1488465,IAH
2007,9,1269101,IAH
2007,10,1419649,IAH
2007,11,1389471,IAH
2007,12,1410862,IAH
2008,1,1317951,IAH
2008,2,1280580,IAH
2008,3,1465793,IAH
2008,4,1396235,IAH
2008,5,1458345,IAH
2008,6,1475219,IAH
2008,7,1494863,IAH
2008,8,1445753,IAH
2008,9,1012126,IAH
2008,10,1293248,IAH
2008,11,1202042,IAH
2008,12,1320639,IAH
2009,1,1151808,IAH
2009,2,1071693,IAH
2009,3,1341263,IAH
2009,4,1284623,IAH
2009,5,1316216,IAH
2009,6,1407323,IAH
2009,7,1493255,IAH
2009,8,1384861,IAH
2009,9,1171429,IAH
2009,10,1288819,IAH
2009,11,1213534,IAH
2009,12,1318970,IAH
2010,1,1157643,IAH
2010,2,1084944,IAH
2010,3,1293924,IAH
2010,4,1254619,IAH
2010,5,1321714,IAH
2010,6,1408622,IAH
2010,7,1441912,IAH
2010,8,1352846,IAH
2010,9,1177856,IAH
2010,10,1298975,IAH
2010,11,1239234,IAH
2010,12,1301427,IAH
2011,1,1141109,IAH
2011,2,1005238,IAH
2011,3,1296916,IAH
2011,4,1223696,IAH
2011,5,1337383,IAH
2011,6,1398560,IAH
2011,7,1464293,IAH
2011,8,1338752,IAH
2011,9,1154299,IAH
2011,10,1222640,IAH
2011,11,1218896,IAH
2011,12,1263638,IAH
2012,1,1130192,IAH
2012,2,1084285,IAH
2012,3,1275278,IAH
